id_vehiculo,id_asegurado,placa,chasis,motor,marca,modelo,ano,color,tipo
VEH-00377,ASG-00401,YKX-5767,GLBGSVC1KBCX4QNTL,BCHP7TP5KP7Y,Toyota,RAV4,2014,Azul,Sedán
VEH-00378,ASG-00163,FYF-9308,3UCX0AYT65OODAHY0,S9WK63ANUOTP,Nissan,Versa,2022,Blanco,Camioneta
VEH-00379,ASG-00409,YWJ-1803,6KG8VWN0LQWK5S5V1,AC4BKH6GWG2T,Suzuki,Baleno,2020,Plateado,Hatchback
VEH-00380,ASG-00024,QPY-2307,ISANVXGAJ3VOY21X9,D9Q9VCDIM8ZL,Kia,Sportage,2024,Rojo,Sedán
VEH-00381,ASG-00004,PSS-1800,ONHPSKFRIW2XX8FYA,V7177AGOULTV,Mazda,3,2020,Blanco,Sedán
VEH-00382,ASG-00346,WFO-1811,965MF645807RAKTS9,EXBMW17VP8LZ,Renault,Koleos,2010,Rojo,Hatchback
VEH-00383,ASG-00109,MRX-1473,8U1XMK8GH5CJ1KK5R,E48SMOHM8320,Ford,Explorer,2021,Azul,Sedán
VEH-00384,ASG-00397,BCU-7629,532FI7P2ZJS5L5PZD,5UFXQY5R1A38,Nissan,Versa,2025,Plateado,Sedán
VEH-00385,ASG-00374,NTO-0431,7OOQNAT0ZZPC579KZ,QRXKW998SYE3,Renault,Koleos,2021,Azul,Sedán
VEH-00386,ASG-00488,QMG-0462,FSKIWS7WSQ100XRIJ,6O3IIOK05VMC,Nissan,Kicks,2016,Gris,Sedán
VEH-00387,ASG-00342,LCG-6686,G5H85VTUVR2UB6Z4T,M8E2Z1OI3Z8A,Hyundai,Elantra,2025,Gris,SUV
VEH-00388,ASG-00323,TCZ-0482,3IBPLTTGC5L1ECBTF,O95RNXET3XJ0,Mazda,2,2023,Gris,Sedán
VEH-00389,ASG-00100,KZO-1225,7M5R9K60XOAGP4SCL,NZ09MQEPSA6M,Mazda,3,2023,Negro,Sedán
VEH-00390,ASG-00370,PNI-7315,745P1BTO1DNQAYVLG,W8T5HIJB6Y12,Mazda,2,2015,Gris,Hatchback
VEH-00391,ASG-00364,KQF-6662,ZNO1WDSOE5VXQT95L,FFSXJY846O9W,Suzuki,Jimny,2013,Gris,Camioneta
VEH-00392,ASG-00018,HHY-3467,O3N3DGD7XGUTSGRNY,N95TCMUSLCI7,Ford,Bronco,2012,Rojo,SUV
VEH-00393,ASG-00232,JZE-6701,U8BGK13WG7OI0WQC5,59K6I8XWJXAG,Renault,Kwid,2021,Negro,Camioneta
VEH-00394,ASG-00038,GXO-4188,VCRJGBQBGHO9CZ4VH,IISDD1FI80GQ,Renault,Stepway,2010,Negro,SUV
VEH-00395,ASG-00138,HBW-6619,BQ4A3YTQRWTOGZBGF,2VDEUGAYP3AZ,Hyundai,Tucson,2022,Rojo,Hatchback
VEH-00396,ASG-00138,LVQ-2882,RBPLRY2GWQZDGN2E5,7QJMNXRX17K9,Ford,Bronco,2012,Rojo,SUV
VEH-00397,ASG-00437,FXM-8580,QKQF42HOK4AMC711E,IHIDRAR64A1J,Suzuki,Swift,2017,Plateado,Pick-up
VEH-00398,ASG-00097,FMX-7597,58AU2EMEEQK8Z0YHJ,VSK5B9EVAFDJ,Chevrolet,Equinox,2022,Rojo,Camioneta
VEH-00399,ASG-00376,MYH-3708,L162NYZR74CXCCVJ9,LVAZP3CIHGMG,Nissan,Frontier,2023,Blanco,Sedán
VEH-00400,ASG-00494,NVI-3388,OYBWWLL6EVSJPDU5U,SKEHU4QNBZNF,Ford,Explorer,2025,Rojo,Sedán
VEH-00401,ASG-00436,HEK-1598,5HH541QMFIUVBCRMR,PNOEM6P8WUK9,Nissan,X-Trail,2012,Azul,Pick-up
VEH-00402,ASG-00182,DRQ-9603,24J5AS9AC4LM1FIYK,CS88UISV7JY3,Ford,Explorer,2024,Gris,SUV
VEH-00403,ASG-00218,QSX-2477,H1MS9LTTSW5HPLJ1F,0SHEHZY9UVW1,Renault,Koleos,2023,Plateado,Hatchback
VEH-00404,ASG-00337,EXP-2731,EZV72OSO1IR0MR15Q,U35RALLIAOYP,Renault,Duster,2011,Blanco,Hatchback
VEH-00405,ASG-00132,WRF-3585,2EVBTUWJ8S98ZR6A8,CUAHSYCBZJEY,Toyota,RAV4,2012,Blanco,Camioneta
VEH-00406,ASG-00319,MOX-0914,ELM1MC30MASRUMEBE,1WPVLY7YP6CK,Kia,Rio,2020,Gris,Camioneta
VEH-00407,ASG-00500,YYT-6095,GOTRF6E5T9W2HEMLS,AATKFFWKGNH9,Kia,Picanto,2022,Blanco,Hatchback
VEH-00408,ASG-00207,WJO-2291,QBJ53Q885QDJAJYG8,2WNBTAOFE52O,Hyundai,Accent,2022,Negro,Sedán
VEH-00409,ASG-00179,SMD-4351,QJHCB78ZNVUFJOSH2,R5VETCTPGBNF,Chevrolet,Spark,2018,Azul,Camioneta
VEH-00410,ASG-00393,ZVM-4935,BF9TW15M5B1YMBZ8V,M91UL36EXOV6,Toyota,RAV4,2010,Rojo,Camioneta
VEH-00411,ASG-00280,OWO-8705,P2PX67D7B0FROZ9J0,1T6Y7FLLXQ9K,Toyota,Corolla,2015,Gris,Hatchback
VEH-00412,ASG-00014,LTZ-7386,XTHZ7J1QO4GM4P7VH,92RNGLY45ZDS,Suzuki,Swift,2023,Blanco,Camioneta
VEH-00413,ASG-00096,EXA-3479,NXPTG05TEFVNGPH43,8UBYM2V5B566,Volkswagen,T-Cross,2011,Gris,Pick-up
VEH-00414,ASG-00425,IBK-1898,3KTA2RK9BH22VUOA3,RIMGZCUUO7DI,Toyota,Hilux,2017,Plateado,SUV
VEH-00415,ASG-00456,HCO-0014,BI0H9YKOQQ7SEWPJO,86KFZZX8VR4X,Chevrolet,Spark,2019,Azul,SUV
VEH-00416,ASG-00044,EUF-0496,ROCPDRDNW0Q9Q654M,CLSA1XWPLGIJ,Mazda,CX-5,2014,Negro,Hatchback
VEH-00417,ASG-00459,KEC-8262,PI28NHK3CTONW7S7T,KLJ719I1CLT2,Mazda,CX-5,2023,Gris,SUV
VEH-00418,ASG-00188,XTY-7481,08IOOVAEKKG0QVJVC,5Q92KKZVHV1U,Nissan,Sentra,2024,Blanco,Hatchback
VEH-00419,ASG-00036,HNU-4392,K76PFJVGYIATBHN7I,9N8L8491N9ZZ,Toyota,Yaris,2024,Blanco,Camioneta
VEH-00420,ASG-00400,LGJ-3369,DXQ37MR729PDKIB06,WLF9RHZSU4IZ,Suzuki,S-Cross,2011,Azul,Camioneta
VEH-00421,ASG-00264,TNS-3490,Z89IDVQFI1R6PFEL6,XA11WIIOH6L5,Toyota,Yaris,2015,Blanco,Camioneta
VEH-00422,ASG-00014,SZM-1113,IH0BDW4J8YLZVEJ9Y,8NDEK8LBOI4V,Kia,Seltos,2024,Blanco,Pick-up
VEH-00423,ASG-00069,RSO-5140,CWG1QM1J0X5A9RCWE,N33HHRLCA3TD,Ford,Escape,2019,Blanco,Pick-up
VEH-00424,ASG-00404,CWB-6379,0WYZE8B4B523QELZR,0B6H8AGIF0DP,Renault,Koleos,2013,Blanco,Sedán
VEH-00425,ASG-00160,SWM-5455,6Q6LABVEEUJ09T1J4,J9RLAR3B2X13,Kia,Sorento,2011,Plateado,Camioneta
VEH-00426,ASG-00223,YCR-2780,J2HI8NX2HY54NCK0A,IJX36A1I1C0W,Volkswagen,Polo,2018,Plateado,Sedán
VEH-00427,ASG-00154,RTV-9792,APN8GZMEJDGR0XKG7,3QMLHCJZLOZX,Toyota,Hilux,2021,Azul,SUV
VEH-00428,ASG-00271,IEL-9222,1TK1UFK97NWISK5NO,T43XTWWU9T0L,Mazda,CX-30,2014,Gris,Hatchback
VEH-00429,ASG-00303,ANW-8179,4DFLH8NGU2MPNSPNI,GVBOO8JFQ8RI,Hyundai,Santa Fe,2012,Azul,Hatchback
VEH-00430,ASG-00295,QIF-3243,AMYFAROZFGQ5PB0A7,6PNYKT03SH22,Volkswagen,Amarok,2022,Azul,Pick-up
VEH-00431,ASG-00264,RQG-1240,KUG4IQM7UM07MX1KF,2CUO8PADOSDD,Renault,Koleos,2020,Blanco,Pick-up
VEH-00432,ASG-00020,ZLF-8924,IP1OKMFVCT1L4Z65O,T3CRUPZBD51M,Volkswagen,Tiguan,2021,Plateado,Pick-up
VEH-00433,ASG-00482,RYZ-7314,KT6LAX9EK925H5XGJ,IHUWJ44ZEYXG,Nissan,Frontier,2024,Rojo,Hatchback
VEH-00434,ASG-00379,SRE-5143,H1CGXFEB0917ZCULD,4L705WNP7GHI,Toyota,Corolla,2012,Rojo,SUV
VEH-00435,ASG-00074,IMI-4116,PGJORF7OYX8SM9VS0,RIDXI7Z2Q5H1,Mazda,CX-30,2014,Rojo,Camioneta
VEH-00436,ASG-00228,FZH-0704,PS9Q1XFV1XBTY6C2Y,8I7COH9TZE0U,Chevrolet,Spark,2020,Gris,SUV
VEH-00437,ASG-00164,SEV-6835,19MJQA05PQ7CJZH7U,MA2BBAEHA7ZE,Ford,Explorer,2019,Blanco,Pick-up
VEH-00438,ASG-00242,VON-2468,5A8CN0BV8NQ35HKST,K77C167E7RP1,Volkswagen,Tiguan,2012,Azul,Hatchback
VEH-00439,ASG-00458,TZS-5941,FZV57YDS99F273J1P,K5JAKDSB5861,Mazda,CX-3,2015,Rojo,Hatchback
VEH-00440,ASG-00402,OLX-6305,ENWATE5P7PVJRLZ24,KRAYPNE4TPXR,Ford,Ranger,2017,Plateado,Hatchback
VEH-00441,ASG-00214,PHQ-3763,YJRSVK4SPUOJSV8OS,OR9LWSA27DH1,Renault,Kwid,2013,Rojo,Sedán
VEH-00442,ASG-00159,OPE-7673,5P5YJRMJW0Z0YZYKA,NTEV4EZSEOLV,Suzuki,S-Cross,2014,Negro,Sedán
VEH-00443,ASG-00272,TNH-8523,1J8MUHEUMSFWG6SHZ,GY8KVF99XYUH,Renault,Stepway,2015,Gris,Sedán
VEH-00444,ASG-00449,JNG-0577,Q6N7ZB8CHUYZRW36U,MO2JUC5AQTXP,Chevrolet,Spark,2021,Negro,SUV
VEH-00445,ASG-00168,LAY-9799,X1F6KY5W1Y46JI2AM,EVTCIK25PZAZ,Hyundai,Grand i10,2019,Rojo,Camioneta
VEH-00446,ASG-00082,WNC-1082,NMTLM7KGDUCY33OUF,J9ARNOIMBWGB,Volkswagen,T-Cross,2013,Azul,Hatchback
VEH-00447,ASG-00489,VYW-5891,HGGZIV6EMU6W80TNC,TF8U8PDT8UYY,Suzuki,Swift,2018,Plateado,Sedán
VEH-00448,ASG-00359,DJI-8795,A2U2HKJSOPVMFXQZM,RQOJ33RTC0K6,Kia,Sportage,2018,Azul,Pick-up
VEH-00449,ASG-00302,TQM-1468,RBZFI124VB9RU9QPF,IK3DE3ZECF90,Chevrolet,Spark,2019,Blanco,Sedán
VEH-00450,ASG-00299,OME-2434,8P572BDENLN97QB4E,IP2YDDBKZDII,Ford,Bronco,2014,Rojo,Hatchback
VEH-00451,ASG-00174,BCZ-1522,EHL3IUYLT2N1VN23F,JGGJ40KYGB2K,Hyundai,Elantra,2020,Azul,Hatchback
VEH-00452,ASG-00213,IJW-5231,CTWXS2OR0MMMKKPEA,9D88KN458P3S,Chevrolet,Cruze,2010,Rojo,Sedán
VEH-00453,ASG-00149,TAG-6700,0IG3SDBYLRPZ3JS60,SE9657SFJ73G,Ford,Escape,2015,Rojo,Hatchback
VEH-00454,ASG-00020,TDW-9876,I8ZWE10LQPDCASDTV,JVN7OOCZVY8E,Renault,Duster,2019,Rojo,Pick-up
VEH-00455,ASG-00134,FOC-6313,WE4QHDK5N71YXAX01,YUDGNWMNTN3N,Chevrolet,Spark,2021,Blanco,Camioneta
VEH-00456,ASG-00070,WZL-6660,S79TD2C733K4LDW5Z,YZASSC7X37C0,Hyundai,Grand i10,2017,Blanco,Camioneta
VEH-00457,ASG-00008,MAU-5246,OGXHI63IY9ST3RFAB,XDC4KLJP4PWR,Suzuki,Vitara,2022,Plateado,Hatchback
VEH-00458,ASG-00147,YFO-7580,YUOZ4EXFDNIFCSQEY,V7NMT4JCR7CN,Suzuki,Swift,2019,Plateado,Sedán
VEH-00459,ASG-00382,ONK-2265,4RFF01SC8M4WG0VEU,CAZ9Z1QV5RYM,Ford,EcoSport,2016,Gris,Sedán
VEH-00460,ASG-00376,BDV-7630,2U9XJQ9G1VDOL5PEN,S4MFVY9RISBX,Hyundai,Grand i10,2015,Rojo,Hatchback
VEH-00461,ASG-00095,UFH-2785,72F6W326INPDVVNXS,3JRK1EF0HLH6,Ford,Ranger,2024,Rojo,Camioneta
VEH-00462,ASG-00340,AOJ-3148,1FX9KCOU1NQNUG32D,BGZRGE3JA1RD,Suzuki,Vitara,2018,Blanco,SUV
VEH-00463,ASG-00260,IKQ-0573,CP9QK7A5E40AM0I14,5H5EO2AZEMVP,Mazda,2,2015,Rojo,Sedán
VEH-00464,ASG-00380,LPN-5531,W0J806DZ94GPBQ534,86JGMZJQKNBI,Toyota,Corolla,2022,Gris,Pick-up
VEH-00465,ASG-00351,WPZ-3848,0475AXRZT4ICOIP99,ZRQ7UOPL30EE,Renault,Duster,2017,Rojo,Pick-up
VEH-00466,ASG-00227,ZFH-6935,Y0GKOJDP1WLCPQUMO,00RYILT6RPXF,Mazda,BT-50,2012,Plateado,Hatchback
VEH-00467,ASG-00410,AVE-9124,NL2TXNNLDYVBEU2QH,YIQZMG1RG02P,Volkswagen,Amarok,2012,Plateado,Sedán
VEH-00468,ASG-00127,DOL-6490,RX91OV14KVV8N02YL,UNK87SICNPFT,Kia,Sportage,2010,Negro,SUV
VEH-00469,ASG-00322,REV-2100,U4JXF6NRWSMRUM88T,9LROVSISXPCD,Mazda,CX-30,2011,Gris,Pick-up
VEH-00470,ASG-00183,BTU-9386,A64WPR0NAJ9VYX7W6,5Q0Q3RXTU5LC,Toyota,Fortuner,2013,Azul,Camioneta
VEH-00471,ASG-00361,BZO-3784,U058A6RPPX6XAZYSL,VG01QC96KJ55,Mazda,CX-5,2015,Blanco,SUV
VEH-00472,ASG-00114,VVE-0154,7RMAGBCFGYTDPUFJC,BK291YLZQ9X8,Suzuki,Baleno,2015,Azul,Hatchback
VEH-00473,ASG-00264,PLA-8302,FE3FQQS1SH2AEAG8S,QTFQX8CWOJ4K,Kia,Sportage,2020,Blanco,Pick-up
VEH-00474,ASG-00039,SDN-9776,I7KEHCI53PZTY3PZH,58RRXAPXO041,Kia,Sorento,2023,Plateado,Pick-up
VEH-00475,ASG-00344,DWN-6704,HA8E2MYU6YDZ7KYG6,MOMQF1D5PJ5P,Chevrolet,Equinox,2025,Gris,Hatchback
VEH-00476,ASG-00236,XKF-6830,UHGMAH9W8NF3YIH1H,626A7U3DK81N,Suzuki,S-Cross,2013,Negro,Sedán
VEH-00477,ASG-00001,KBM-8851,DA589VZXUSWIRINHH,DZ3VUEPBENSJ,Volkswagen,Polo,2017,Rojo,SUV
VEH-00478,ASG-00254,NZQ-2400,OLVID0ZPKDC3TLZL4,QW3SZJZI6PDH,Chevrolet,D-Max,2022,Plateado,Camioneta
VEH-00479,ASG-00404,UKF-7250,GD81UKLURXGWH5MC6,7Y6IRPE0GTSV,Hyundai,Elantra,2020,Blanco,SUV
VEH-00480,ASG-00279,EJX-1077,F3872W40RGX1PO6KC,OFAQYWCTK6FJ,Volkswagen,Amarok,2023,Azul,Sedán
VEH-00481,ASG-00446,XBY-1585,8HWADRQY4FM2WVCWL,81IY054IL3UF,Hyundai,Accent,2010,Azul,Hatchback
VEH-00482,ASG-00429,ASK-8888,Z76DF4OAZWGSLIC3R,CF7ZQAI0ZIAP,Nissan,X-Trail,2014,Gris,Hatchback
VEH-00483,ASG-00228,SPR-5159,O35SVCDRBRYFLT64Q,4AOOBW8ACPMV,Suzuki,Jimny,2010,Plateado,Camioneta
VEH-00484,ASG-00173,CGR-0908,3XXCZTVLSTRXUGQC1,POI7H01BZBWC,Volkswagen,Amarok,2021,Plateado,Pick-up
VEH-00485,ASG-00297,AKN-9413,V3895GW280VNYZRWT,H5MXFWKAP9W7,Kia,Rio,2010,Blanco,SUV
VEH-00486,ASG-00006,EFC-9742,8D04VK9ZWJDZ5B4YZ,9E3KRJQLHHQL,Renault,Kwid,2011,Rojo,Pick-up
VEH-00487,ASG-00143,PVJ-8796,LOOCP0ZW341GX60V4,6TM5YWYYYAMY,Mazda,CX-30,2022,Blanco,Sedán
VEH-00488,ASG-00338,ZXZ-6233,GEE0W7ZXDLD9VX3NQ,NT8T01INNCTK,Volkswagen,Tiguan,2013,Blanco,Camioneta
VEH-00489,ASG-00094,APT-7304,O03WQLUAVURLNNPXX,XJBUVG6QVN2B,Nissan,Frontier,2013,Blanco,Pick-up
VEH-00490,ASG-00369,HDY-1298,H3MKALG93QE0KZLIM,60IBFOKA073R,Ford,Escape,2019,Plateado,Sedán
VEH-00491,ASG-00023,IYZ-7793,3LD8B6AAN0NN1JMJW,3A16N6NDWXYS,Suzuki,S-Cross,2017,Negro,Pick-up
VEH-00492,ASG-00256,NMR-3969,K3X0Z4KCCCXQ87RC6,M53XKP1F8VC0,Volkswagen,T-Cross,2012,Gris,Pick-up
VEH-00493,ASG-00089,UYA-4511,LZ6C9DCPTBV202NI3,EBDYO8EGA9WW,Chevrolet,Spark,2023,Gris,SUV
VEH-00494,ASG-00274,WWI-5111,7JL45XXUHFZ2VNRS1,YI7PQN0Y3DEM,Ford,Ranger,2012,Gris,Hatchback
VEH-00495,ASG-00169,RLR-7538,P0RZ9IC8BNZ94PNRC,6L4S60WRIRN0,Suzuki,S-Cross,2010,Rojo,Camioneta
VEH-00496,ASG-00144,ETG-3262,GQSAT2K2PBJ8GOQ94,X4CDQ4AD8K0S,Kia,Rio,2017,Blanco,Sedán
VEH-00497,ASG-00379,SJX-6752,AUZ9DBXLN7I3LQHZP,7RHPW0JHCVCQ,Toyota,Corolla,2012,Plateado,Camioneta
VEH-00498,ASG-00429,CHW-0843,0YZNU4BSI678U2T02,IMKI01FWP17F,Toyota,Hilux,2016,Gris,Camioneta
VEH-00499,ASG-00170,QKD-0114,CP0I2IKF3VTF8UPS7,I9OB0766LPS7,Nissan,Versa,2020,Rojo,SUV
VEH-00500,ASG-00217,BSJ-6467,LWX1JV41ZGOB0T86T,896CYLXOGGIS,Hyundai,Santa Fe,2017,Rojo,Hatchback
VEH-00501,ASG-00114,PLC-1722,6MDBIMK9AR52I4O7B,GQNFAS060YE5,Mazda,CX-5,2024,Gris,Camioneta
VEH-00502,ASG-00449,DYZ-1592,4S0DLGNPF0UC346VE,ISB9X4M51UHO,Volkswagen,Gol,2022,Blanco,Pick-up
VEH-00503,ASG-00482,BOK-4098,NMUVRZRC8OXHWGWBF,VKTNJSQPMIUU,Nissan,Kicks,2015,Rojo,Hatchback
VEH-00504,ASG-00169,NSK-2899,X7UPXNZN71HCZH26M,33TF6CDPFSRE,Volkswagen,Gol,2025,Plateado,Camioneta
VEH-00505,ASG-00162,QDF-1063,F7Z7UPM7XBQC9YNIO,5OTTP2SPHRU0,Mazda,3,2016,Gris,Pick-up
VEH-00506,ASG-00485,MWX-0571,O316HKT9HK5OJJ6RD,MWBQ8E75UYY3,Ford,Ranger,2021,Gris,Camioneta
VEH-00507,ASG-00479,QSI-4686,B6ABZ63K50XTJXRGG,D9063XIRDL5V,Volkswagen,T-Cross,2018,Blanco,Camioneta
VEH-00508,ASG-00310,MEI-2564,APEMJ69FFX1FIB54V,56EMU4G1PWW6,Kia,Sorento,2012,Rojo,Hatchback
VEH-00509,ASG-00486,PQU-9221,72IE6P2JV6PJTH1OK,IR3QMJUW0OD8,Hyundai,Elantra,2016,Blanco,Pick-up
VEH-00510,ASG-00256,YVU-5449,MQZHGE5VMK3UZP5BZ,44XRYJU0A4Q3,Ford,Explorer,2015,Negro,Camioneta
VEH-00511,ASG-00331,SIG-4943,KB416HE529JQKG0RY,TPFAID9GYUK2,Suzuki,S-Cross,2024,Blanco,Sedán
VEH-00512,ASG-00104,FTF-7065,LIL84K9PI777IB0E2,VMLSBLAZG9WM,Mazda,BT-50,2016,Negro,SUV
VEH-00513,ASG-00016,NSP-8381,MLMW14N63M7A0Y3R8,O6QB891IMLHO,Renault,Duster,2011,Blanco,Sedán
VEH-00514,ASG-00397,WDL-6283,72DUMN8CFZASHUV0D,NQPYV4CEBIRL,Kia,Picanto,2019,Blanco,Sedán
VEH-00515,ASG-00410,XHJ-7227,WK1FK99X4HR2FPTWY,WFA3A5XXDHIY,Kia,Sorento,2022,Gris,Camioneta
VEH-00516,ASG-00136,YJX-9797,UFHENZVHJV9EP51YN,5Y5D50I4RMWM,Suzuki,S-Cross,2025,Plateado,SUV
VEH-00517,ASG-00478,UMG-1230,TS9WEZ8OZB69W5GGX,D9LXUS0FCBLM,Chevrolet,D-Max,2010,Rojo,Hatchback
VEH-00518,ASG-00121,JQG-0511,KIQ62NQIQ7KLSC4QV,2D7PGWLRUTLU,Renault,Kwid,2021,Azul,Sedán
VEH-00519,ASG-00022,DQA-1230,0752RCNAT8ELN48HH,JFNHBNLCVHFD,Volkswagen,Gol,2021,Rojo,Camioneta
VEH-00520,ASG-00305,WRI-4025,FV4RE5U6A91PMQ1FK,QFD2EAFU5C83,Toyota,Corolla,2023,Blanco,Camioneta
VEH-00521,ASG-00275,XIO-3722,47CZ7ZJ4UBIMW1QG6,UVE6X699T4MB,Volkswagen,Gol,2021,Azul,Camioneta
VEH-00522,ASG-00050,VUE-9094,7A7EBU01YYP1JAKTC,4MT7C906XV1W,Chevrolet,Tracker,2020,Azul,Sedán
VEH-00523,ASG-00415,YZE-6158,N9UK48G86P3D0ER1N,ASS31FZCDY4F,Suzuki,S-Cross,2016,Rojo,Sedán
VEH-00524,ASG-00270,TPN-7871,J7UD0O4IS92F6UD9B,CUSZWJMH05D3,Mazda,CX-5,2019,Rojo,Camioneta
VEH-00525,ASG-00401,MPQ-2683,UHD0ZRZWED445MOH0,1S9FYG4PZKBD,Mazda,CX-30,2022,Azul,Sedán
VEH-00526,ASG-00363,TEE-6615,THWADMS0ZIRJXH2SV,OWHFPBB5NZT5,Chevrolet,Spark,2024,Plateado,Sedán
VEH-00527,ASG-00361,QEU-1399,F16CBRGN3C0TM1YD2,WFSQ1L1FU6CZ,Hyundai,Creta,2023,Plateado,Hatchback
VEH-00528,ASG-00217,QOQ-6709,D04JGYPKD5SWVDD3P,KHMVBHDGVJHM,Mazda,CX-5,2010,Gris,Camioneta
VEH-00529,ASG-00338,RQD-4170,WRRWC9SINGLATERR8,4PLBBVXV2CFX,Chevrolet,Tracker,2013,Rojo,Sedán
VEH-00530,ASG-00271,XQX-5278,L60SZIH1AE76ZI44D,P1629VG3F8OG,Hyundai,Tucson,2018,Blanco,Camioneta
VEH-00531,ASG-00233,JKK-6304,71U5IY076LDOG6KTU,JC8S877819Q7,Volkswagen,T-Cross,2025,Blanco,Camioneta
VEH-00532,ASG-00160,KRG-0601,MN5V4GL11BZ317DFN,IFDQV2GUX6QH,Nissan,Frontier,2010,Rojo,SUV
VEH-00533,ASG-00205,RWO-2353,YTPI8QFB91YY61TTR,VCH38BIHOTLW,Chevrolet,Spark,2011,Gris,SUV
VEH-00534,ASG-00171,AFS-3554,EK5NCUHIWIEY1H0M9,ACYWUWSXLDX0,Volkswagen,Tiguan,2020,Plateado,Pick-up
VEH-00535,ASG-00355,UMT-1403,SQPY77G8RTLZX7LY9,FR9E68BY803M,Hyundai,Santa Fe,2014,Negro,Sedán
VEH-00536,ASG-00282,CUE-8424,CTSMXNNPGX9DP49EH,ICMGPMOBTU4S,Mazda,3,2013,Plateado,Sedán
VEH-00537,ASG-00008,JYS-1352,AELRI77043G7K9PPO,PDE4N8SIEUL2,Nissan,Versa,2011,Blanco,SUV
VEH-00538,ASG-00149,HKJ-8578,TMLCB6EV5OGIMQDCP,1WWHTDWYP8QO,Toyota,Prado,2019,Rojo,Sedán
VEH-00539,ASG-00138,CVY-6686,LTODN5YEQFS8INASW,LY20YSFBLLZE,Toyota,Corolla,2022,Gris,Hatchback
VEH-00540,ASG-00256,KCX-4705,O627FVX3U7ZRVM02D,BF7JG9NPEZ07,Toyota,Prado,2024,Rojo,Sedán
VEH-00541,ASG-00268,SEO-9050,5SMGGK22W9IG4ZRBF,AE1DYEYRKKS7,Nissan,March,2022,Blanco,Camioneta
VEH-00542,ASG-00012,DYI-1075,H8GB3I3LUXO86LNDE,RWCQVDMMWY5X,Suzuki,S-Cross,2016,Negro,Sedán
VEH-00543,ASG-00227,EMM-7561,GS0LCS3PDWIGIURRI,RHF26AI7UEGQ,Volkswagen,Gol,2023,Gris,Hatchback
VEH-00544,ASG-00061,HKJ-5983,8URCWLJXXEEAM8NAY,5AQCS2K5NES7,Renault,Stepway,2014,Gris,Camioneta
VEH-00545,ASG-00241,CGD-1112,TV82PZ1ON46BLF7BU,EZ1AZ6W6N09T,Mazda,CX-5,2011,Negro,Camioneta
VEH-00546,ASG-00388,CUX-0427,PVHWX17DQQPQJ75R5,I4WGRV72YVSS,Chevrolet,Equinox,2014,Negro,Camioneta
VEH-00547,ASG-00305,SYK-4104,RNO5INOB8QUY2DQEG,OV2G2UDH3TUH,Volkswagen,T-Cross,2019,Azul,SUV
VEH-00548,ASG-00173,ORV-8041,LE9EARESJ8GL65K54,GX1RAHRFGMIN,Volkswagen,Tiguan,2012,Negro,Pick-up
VEH-00549,ASG-00049,DCN-4927,MZ80YYJ43KZMQKQU2,MWVR9WCSTFS8,Ford,Ranger,2024,Rojo,Camioneta
VEH-00550,ASG-00448,TEO-0224,JGW220AFZO2IHTDEX,VNKFMS064YRD,Hyundai,Elantra,2011,Gris,Hatchback
VEH-00551,ASG-00401,RVR-0997,HZJFFPGOQ50FNYBQ8,GN354JFP2EF3,Kia,Seltos,2015,Blanco,Pick-up
VEH-00552,ASG-00310,DXU-4913,US2Z3TPTBCU41LK28,6030QUNKWV0L,Suzuki,Vitara,2014,Rojo,Camioneta
VEH-00553,ASG-00359,AXY-4118,MY9FTZ9CXBE7R48U0,3Z9RF0NWGXJ9,Ford,EcoSport,2017,Plateado,Sedán
VEH-00554,ASG-00422,CCK-4043,X2M89WHA5S243LLT9,J2X12BHAGI8I,Hyundai,Tucson,2011,Azul,Pick-up
VEH-00555,ASG-00258,IXL-8649,JKBJCJJ4NU7PZJGRY,FIWEOV5J8F0I,Volkswagen,Polo,2015,Negro,Pick-up
VEH-00556,ASG-00286,DAS-5378,WTPT5A5EANYCBGA14,A5B8AS5UDEBE,Nissan,Frontier,2013,Blanco,Pick-up
VEH-00557,ASG-00482,WBS-4413,M2HDJ4CPZ3BN1398W,UU8N8QXMT3IU,Mazda,3,2014,Negro,Camioneta
VEH-00558,ASG-00392,UZH-6541,OZTCGZDYAWH3JGUXS,TRH90EHL6VBC,Renault,Stepway,2013,Negro,Camioneta
VEH-00559,ASG-00317,RNF-3170,1GEVOFF6GV8749RHX,91H8AKMLLX8Q,Hyundai,Tucson,2014,Azul,SUV
VEH-00560,ASG-00276,YHM-7716,R83VPB5YHXNGS35GR,IA9AQ4U6A7ZN,Mazda,3,2022,Gris,Camioneta
VEH-00561,ASG-00451,OBE-8396,3MB4JXUQXO8I148EN,H5VEBVGDGMYM,Nissan,March,2023,Gris,Pick-up
VEH-00562,ASG-00099,HDH-7854,410W8UTVZL8O4DD01,0TA015FOONX1,Suzuki,Swift,2025,Rojo,Camioneta
VEH-00563,ASG-00378,TKU-4835,W5ABHS8BIYKWRRDU4,MA4CLC7LDPEN,Kia,Sportage,2012,Gris,SUV
VEH-00564,ASG-00403,HHM-5775,NFQVCK22M0WWCQ9YK,LNHW541JNF70,Hyundai,Tucson,2018,Rojo,Sedán
