id_poliza,id_asegurado,ramo,fecha_inicio,fecha_fin,prima,suma_asegurada,deducible,canal_venta,ciudad,estado_poliza
POL-00456,ASG-00381,Salud,2024-01-03,2025-01-02,3070.16,47065.39,959.56,Digital,Riobamba,Activa
POL-00457,ASG-00221,Salud,2024-10-13,2025-10-13,521.74,25289.76,473.62,Directo,Esmeraldas,Cancelada
POL-00458,ASG-00258,Generales,2024-09-04,2025-09-04,4709.58,101065.92,2202.16,Directo,Esmeraldas,Activa
POL-00459,ASG-00259,Vehículos,2024-12-18,2025-12-18,6517.7,122476.99,2744.88,Agente,Quito,Activa
POL-00460,ASG-00046,Hogar,2023-03-10,2024-03-09,1256.35,32720.09,1500.48,Broker,Riobamba,Cancelada
POL-00461,ASG-00030,Vida,2024-01-10,2025-01-09,1601.01,21615.1,1035.12,Agente,Santo Domingo,Activa
POL-00462,ASG-00319,Vida,2023-04-07,2024-04-06,5499.36,86820.52,2859.95,Broker,Loja,Activa
POL-00463,ASG-00371,Generales,2023-05-05,2024-05-04,5072.61,106875.95,3752.77,Bancaseguros,Santo Domingo,Activa
POL-00464,ASG-00334,Salud,2023-09-30,2024-09-29,2616.15,58236.43,2664.01,Digital,Riobamba,Cancelada
POL-00465,ASG-00276,Salud,2023-10-09,2024-10-08,3989.55,62483.98,1827.68,Broker,Manta,Activa
POL-00466,ASG-00109,Salud,2023-08-11,2024-08-10,2926.14,55520.94,2547.12,Digital,Guayaquil,Activa
POL-00467,ASG-00250,Vida,2024-10-11,2025-10-11,3028.68,65175.59,2248.64,Digital,Ibarra,Cancelada
POL-00468,ASG-00042,Generales,2024-05-25,2025-05-25,1809.2,22849.79,188.42,Bancaseguros,Riobamba,Activa
POL-00469,ASG-00344,Generales,2024-11-26,2025-11-26,6418.23,99622.49,1948.67,Agente,Ibarra,Activa
POL-00470,ASG-00093,Salud,2023-12-14,2024-12-13,4901.36,113033.31,5159.41,Agente,Ibarra,Cancelada
POL-00471,ASG-00398,Vida,2023-06-08,2024-06-07,3018.91,54739.64,1361.63,Agente,Loja,Cancelada
POL-00472,ASG-00014,Vehículos,2023-07-22,2024-07-21,3975.74,67102.9,1505.64,Broker,Ambato,Activa
POL-00473,ASG-00477,Salud,2023-12-08,2024-12-07,4559.89,72145.5,2002.36,Agente,Ibarra,Activa
POL-00474,ASG-00106,Vehículos,2024-02-15,2025-02-14,1961.17,58144.22,1524.08,Directo,Esmeraldas,Vencida
POL-00475,ASG-00032,Vehículos,2024-06-26,2025-06-26,1397.72,43019.16,1218.79,Agente,Santo Domingo,Activa
POL-00476,ASG-00024,Vehículos,2024-08-16,2025-08-16,3231.89,70552.56,1484.1,Agente,Loja,Cancelada
POL-00477,ASG-00022,Vehículos,2024-08-03,2025-08-03,3864.27,148973.41,4976.44,Directo,Guayaquil,Cancelada
POL-00478,ASG-00209,Salud,2024-12-10,2025-12-10,5666.53,74785.11,2701.82,Directo,Quito,Activa
POL-00479,ASG-00308,Hogar,2024-06-29,2025-06-29,3924.5,64790.23,3107.77,Broker,Santo Domingo,Cancelada
POL-00480,ASG-00232,Vida,2023-06-06,2024-06-05,2735.58,53443.78,2088.09,Directo,Cuenca,Cancelada
POL-00481,ASG-00038,Vehículos,2024-02-10,2025-02-09,4449.63,57034.38,2372.75,Bancaseguros,Manta,Vencida
POL-00482,ASG-00213,Hogar,2023-08-07,2024-08-06,1719.51,24997.82,529.45,Agente,Riobamba,Activa
POL-00483,ASG-00409,Generales,2023-05-09,2024-05-08,1148.87,44881.73,1652.97,Agente,Cuenca,Cancelada
POL-00484,ASG-00490,Generales,2024-12-30,2025-12-30,9970.13,140775.61,5238.81,Broker,Portoviejo,Activa
POL-00485,ASG-00032,Generales,2024-10-09,2025-10-09,4076.96,92489.93,3628.85,Agente,Guayaquil,Cancelada
POL-00486,ASG-00113,Vida,2024-11-23,2025-11-23,332.94,6965.99,264.05,Bancaseguros,Cuenca,Activa
POL-00487,ASG-00493,Generales,2024-02-28,2025-02-27,1242.8,17493.7,400.3,Agente,Portoviejo,Activa
POL-00488,ASG-00296,Salud,2024-05-10,2025-05-10,9385.84,127112.66,4102.06,Directo,Cuenca,Activa
POL-00489,ASG-00272,Vida,2024-08-25,2025-08-25,4385.3,79051.12,1558.6,Directo,Riobamba,Activa
POL-00490,ASG-00238,Salud,2023-03-30,2024-03-29,462.38,11317.59,408.72,Agente,Ambato,Activa
POL-00491,ASG-00446,Vehículos,2024-04-17,2025-04-17,1310.4,30264.7,889.53,Broker,Guayaquil,Activa
POL-00492,ASG-00118,Generales,2023-05-23,2024-05-22,5855.46,98378.01,4506.6,Broker,Manta,Activa
POL-00493,ASG-00060,Salud,2024-10-11,2025-10-11,4901.08,107757.15,2293.22,Agente,Santo Domingo,Vencida
POL-00494,ASG-00005,Salud,2024-05-25,2025-05-25,980.37,34506.46,945.98,Bancaseguros,Esmeraldas,Activa
POL-00495,ASG-00258,Generales,2023-02-25,2024-02-25,782.04,35683.61,352.92,Broker,Quito,Activa
POL-00496,ASG-00311,Vehículos,2024-10-15,2025-10-15,6002.54,90711.93,2886.46,Broker,Manta,Activa
POL-00497,ASG-00080,Generales,2024-01-10,2025-01-09,8620.87,119954.54,1824.9,Digital,Quito,Activa
POL-00498,ASG-00110,Vida,2023-06-17,2024-06-16,793.65,35074.95,1233.93,Agente,Manta,Vencida
POL-00499,ASG-00183,Generales,2023-06-11,2024-06-10,6921.96,137722.6,778.14,Directo,Riobamba,Activa
POL-00500,ASG-00177,Vida,2024-05-29,2025-05-29,4837.8,83611.37,1667.84,Broker,Ibarra,Activa
POL-00501,ASG-00177,Vehículos,2024-10-25,2025-10-25,1877.22,58880.97,787.36,Broker,Santo Domingo,Activa
POL-00502,ASG-00182,Salud,2024-03-26,2025-03-26,916.15,14079.13,225.91,Broker,Portoviejo,Activa
POL-00503,ASG-00379,Generales,2024-10-25,2025-10-25,737.7,31117.34,1349.98,Directo,Loja,Activa
POL-00504,ASG-00115,Hogar,2024-07-09,2025-07-09,3649.17,80597.01,2301.8,Directo,Riobamba,Vencida
POL-00505,ASG-00131,Vehículos,2023-08-01,2024-07-31,3968.42,63232.28,2784.54,Digital,Esmeraldas,Activa
POL-00506,ASG-00202,Generales,2023-01-30,2024-01-30,2846.97,69934.06,1463.48,Agente,Riobamba,Activa
POL-00507,ASG-00385,Vida,2024-01-12,2025-01-11,2166.29,57908.81,2280.57,Bancaseguros,Quito,Cancelada
POL-00508,ASG-00167,Hogar,2023-12-29,2024-12-28,3840.97,56008.37,1194.41,Broker,Cuenca,Vencida
POL-00509,ASG-00274,Vida,2024-03-02,2025-03-02,4588.71,88542.57,3332.93,Broker,Santo Domingo,Activa
POL-00510,ASG-00190,Vida,2024-05-14,2025-05-14,1392.31,21312.09,782.22,Broker,Cuenca,Activa
POL-00511,ASG-00118,Salud,2023-03-17,2024-03-16,2120.61,40544.73,447.41,Directo,Machala,Activa
POL-00512,ASG-00191,Generales,2024-11-13,2025-11-13,2654.61,46465.31,1686.78,Digital,Esmeraldas,Cancelada
POL-00513,ASG-00427,Vehículos,2024-03-16,2025-03-16,478.84,6983.3,186.64,Agente,Esmeraldas,Activa
POL-00514,ASG-00183,Vehículos,2024-05-16,2025-05-16,3620.31,123848.98,5607.61,Digital,Quito,Cancelada
POL-00515,ASG-00192,Vida,2023-02-24,2024-02-24,8040.76,111645.34,2126.81,Digital,Machala,Cancelada
POL-00516,ASG-00049,Generales,2024-01-05,2025-01-04,1425.1,61279.84,914.42,Broker,Portoviejo,Cancelada
POL-00517,ASG-00487,Generales,2023-03-27,2024-03-26,3689.44,50547.47,765.2,Digital,Ibarra,Activa
POL-00518,ASG-00327,Vehículos,2024-03-04,2025-03-04,3668.94,116251.44,826.61,Agente,Quito,Activa
POL-00519,ASG-00179,Salud,2024-11-27,2025-11-27,3873.86,48909.9,756.04,Agente,Portoviejo,Vencida
POL-00520,ASG-00011,Vehículos,2024-08-23,2025-08-23,5182.9,108991.44,993.86,Bancaseguros,Machala,Cancelada
POL-00521,ASG-00384,Hogar,2023-01-23,2024-01-23,2860.6,46455.86,895.61,Agente,Portoviejo,Activa
POL-00522,ASG-00111,Hogar,2024-12-10,2025-12-10,5318.15,81474.2,3021.78,Broker,Cuenca,Activa
POL-00523,ASG-00389,Hogar,2024-02-01,2025-01-31,842.26,39806.31,686.75,Directo,Manta,Activa
POL-00524,ASG-00417,Generales,2023-09-01,2024-08-31,7264.29,131848.32,6143.01,Digital,Guayaquil,Vencida
POL-00525,ASG-00232,Hogar,2024-04-04,2025-04-04,4169.79,115338.1,2610.39,Digital,Portoviejo,Activa
POL-00526,ASG-00124,Salud,2024-03-08,2025-03-08,1729.0,24276.19,156.09,Broker,Loja,Vencida
POL-00527,ASG-00099,Hogar,2023-04-21,2024-04-20,1270.66,17505.59,461.68,Bancaseguros,Guayaquil,Activa
POL-00528,ASG-00067,Salud,2023-03-10,2024-03-09,915.99,21483.99,649.25,Agente,Cuenca,Activa
POL-00529,ASG-00136,Salud,2024-01-16,2025-01-15,6132.48,86178.02,606.41,Agente,Riobamba,Cancelada
POL-00530,ASG-00218,Generales,2024-07-10,2025-07-10,4433.76,58572.66,2848.29,Bancaseguros,Ibarra,Vencida
POL-00531,ASG-00330,Generales,2023-01-08,2024-01-08,2921.42,58538.25,510.66,Directo,Machala,Cancelada
POL-00532,ASG-00343,Generales,2024-07-16,2025-07-16,8275.21,111197.76,4983.42,Digital,Quito,Vencida
POL-00533,ASG-00068,Generales,2023-06-23,2024-06-22,8826.32,149178.69,4699.23,Directo,Portoviejo,Activa
POL-00534,ASG-00311,Vehículos,2024-04-09,2025-04-09,7909.12,132868.7,4360.41,Digital,Machala,Vencida
POL-00535,ASG-00073,Vida,2024-09-19,2025-09-19,7134.01,94112.46,4586.37,Directo,Machala,Vencida
POL-00536,ASG-00284,Generales,2023-05-07,2024-05-06,7514.32,129851.56,6207.07,Agente,Cuenca,Activa
POL-00537,ASG-00095,Vida,2024-12-11,2025-12-11,8428.51,105728.16,1606.37,Bancaseguros,Machala,Activa
POL-00538,ASG-00016,Vehículos,2023-04-02,2024-04-01,798.26,31552.44,1506.15,Digital,Guayaquil,Activa
POL-00539,ASG-00264,Hogar,2023-12-29,2024-12-28,1720.41,58625.26,2764.53,Directo,Cuenca,Cancelada
POL-00540,ASG-00001,Hogar,2024-07-05,2025-07-05,2560.3,110916.05,3947.54,Directo,Quito,Activa
POL-00541,ASG-00117,Salud,2024-05-05,2025-05-05,5219.86,73353.71,858.92,Bancaseguros,Ibarra,Cancelada
POL-00542,ASG-00266,Salud,2023-05-02,2024-05-01,2726.4,39487.67,967.86,Bancaseguros,Guayaquil,Vencida
POL-00543,ASG-00149,Salud,2023-09-12,2024-09-11,5413.65,126899.7,4018.82,Digital,Portoviejo,Activa
POL-00544,ASG-00312,Vida,2024-04-04,2025-04-04,3967.96,97658.2,4823.45,Digital,Portoviejo,Activa
POL-00545,ASG-00337,Vehículos,2023-08-06,2024-08-05,7629.49,134903.55,2842.71,Digital,Esmeraldas,Activa
POL-00546,ASG-00260,Vehículos,2023-07-04,2024-07-03,7747.78,106018.2,2771.43,Digital,Riobamba,Activa
POL-00547,ASG-00266,Vida,2024-04-09,2025-04-09,1590.5,41577.92,633.39,Directo,Machala,Activa
POL-00548,ASG-00162,Generales,2023-05-15,2024-05-14,6570.0,108972.21,4802.49,Bancaseguros,Ambato,Activa
POL-00549,ASG-00144,Vehículos,2024-12-05,2025-12-05,976.18,19713.34,747.03,Broker,Manta,Activa
POL-00550,ASG-00328,Generales,2023-03-23,2024-03-22,2786.77,65091.89,1126.47,Digital,Santo Domingo,Activa
POL-00551,ASG-00079,Vida,2023-07-26,2024-07-25,3696.88,137522.09,4772.62,Broker,Portoviejo,Activa
POL-00552,ASG-00441,Salud,2024-07-27,2025-07-27,11647.8,149127.27,2019.23,Agente,Guayaquil,Activa
POL-00553,ASG-00496,Vida,2024-05-22,2025-05-22,11409.14,149101.47,1997.32,Digital,Ibarra,Activa
POL-00554,ASG-00305,Vida,2024-07-26,2025-07-26,2630.86,45656.63,1220.38,Bancaseguros,Esmeraldas,Activa
POL-00555,ASG-00205,Hogar,2023-11-11,2024-11-10,10279.54,138936.76,1566.71,Directo,Manta,Activa
POL-00556,ASG-00056,Vehículos,2024-09-26,2025-09-26,1488.62,32239.27,726.46,Broker,Machala,Activa
POL-00557,ASG-00459,Generales,2024-07-12,2025-07-12,1139.96,25006.46,139.89,Agente,Riobamba,Cancelada
POL-00558,ASG-00164,Hogar,2023-08-25,2024-08-24,8489.55,132368.12,2338.03,Broker,Ibarra,Vencida
POL-00559,ASG-00351,Vehículos,2023-03-13,2024-03-12,9427.08,143140.2,3629.54,Directo,Santo Domingo,Vencida
POL-00560,ASG-00353,Vehículos,2024-05-19,2025-05-19,6004.9,78330.72,3399.89,Digital,Santo Domingo,Activa
POL-00561,ASG-00382,Salud,2023-12-17,2024-12-16,3367.95,62738.51,3102.23,Directo,Machala,Cancelada
POL-00562,ASG-00158,Vehículos,2023-02-20,2024-02-20,5518.85,74851.22,1047.22,Directo,Quito,Vencida
POL-00563,ASG-00354,Vehículos,2024-04-27,2025-04-27,3181.1,90973.91,3573.74,Directo,Ambato,Vencida
POL-00564,ASG-00456,Generales,2023-11-19,2024-11-18,5622.09,134847.11,6661.19,Broker,Portoviejo,Cancelada
POL-00565,ASG-00204,Vehículos,2024-11-27,2025-11-27,4342.87,146077.46,3789.82,Bancaseguros,Santo Domingo,Cancelada
POL-00566,ASG-00133,Hogar,2023-07-13,2024-07-12,843.73,22008.39,480.03,Digital,Loja,Activa
POL-00567,ASG-00220,Vehículos,2024-09-08,2025-09-08,2961.07,100315.3,2099.38,Agente,Manta,Activa
POL-00568,ASG-00046,Generales,2024-06-30,2025-06-30,2223.19,59139.95,508.12,Digital,Machala,Activa
POL-00569,ASG-00323,Vida,2023-11-30,2024-11-29,1680.67,45032.63,2171.19,Broker,Quito,Cancelada
POL-00570,ASG-00190,Salud,2024-05-11,2025-05-11,5973.21,99872.53,1163.6,Directo,Ibarra,Activa
POL-00571,ASG-00249,Vida,2024-08-09,2025-08-09,1413.38,41032.24,838.0,Directo,Ambato,Activa
POL-00572,ASG-00232,Vehículos,2023-11-27,2024-11-26,7094.96,110573.44,1630.57,Directo,Esmeraldas,Activa
POL-00573,ASG-00366,Hogar,2023-05-18,2024-05-17,774.72,11098.64,355.67,Broker,Machala,Activa
POL-00574,ASG-00095,Vida,2023-09-28,2024-09-27,4449.31,127037.31,2896.9,Broker,Machala,Cancelada
POL-00575,ASG-00089,Hogar,2024-05-28,2025-05-28,1917.42,85942.99,3477.14,Broker,Ambato,Cancelada
POL-00576,ASG-00071,Hogar,2024-10-13,2025-10-13,10174.82,131811.25,4668.7,Directo,Santo Domingo,Vencida
POL-00577,ASG-00066,Generales,2024-12-09,2025-12-09,4914.68,72674.8,2845.08,Broker,Machala,Activa
POL-00578,ASG-00058,Salud,2024-02-15,2025-02-14,4337.56,83473.89,1687.76,Directo,Esmeraldas,Activa
POL-00579,ASG-00161,Generales,2024-12-16,2025-12-16,6953.67,87113.78,2748.54,Broker,Ibarra,Activa
POL-00580,ASG-00033,Hogar,2024-08-13,2025-08-13,3973.65,133780.11,6556.52,Bancaseguros,Ibarra,Vencida
POL-00581,ASG-00492,Generales,2023-10-20,2024-10-19,170.64,8208.57,356.23,Agente,Loja,Activa
POL-00582,ASG-00449,Vida,2024-04-08,2025-04-08,7102.2,140893.9,4734.36,Agente,Portoviejo,Activa
POL-00583,ASG-00112,Hogar,2024-02-24,2025-02-23,4328.75,104827.03,2274.83,Agente,Manta,Activa
POL-00584,ASG-00068,Salud,2023-01-30,2024-01-30,2631.79,99374.85,3147.42,Directo,Manta,Cancelada
POL-00585,ASG-00465,Generales,2023-08-09,2024-08-08,3515.81,52572.38,625.43,Broker,Riobamba,Activa
POL-00586,ASG-00172,Vida,2023-08-19,2024-08-18,2891.18,143606.96,1541.08,Agente,Quito,Activa
POL-00587,ASG-00401,Hogar,2023-10-15,2024-10-14,9445.85,128522.93,2813.92,Bancaseguros,Machala,Activa
POL-00588,ASG-00373,Salud,2024-06-09,2025-06-09,3971.21,79361.79,3056.89,Digital,Guayaquil,Cancelada
POL-00589,ASG-00136,Vehículos,2024-07-11,2025-07-11,485.24,15070.6,352.98,Digital,Ambato,Cancelada
POL-00590,ASG-00063,Vehículos,2024-10-30,2025-10-30,1077.37,17455.98,649.47,Directo,Portoviejo,Cancelada
POL-00591,ASG-00179,Salud,2024-06-23,2025-06-23,1141.28,53234.91,1510.03,Digital,Santo Domingo,Vencida
POL-00592,ASG-00383,Hogar,2023-08-08,2024-08-07,11001.96,139556.14,5579.56,Digital,Guayaquil,Activa
POL-00593,ASG-00335,Salud,2024-08-20,2025-08-20,840.38,20115.31,981.69,Agente,Ambato,Cancelada
POL-00594,ASG-00329,Vehículos,2023-12-20,2024-12-19,443.91,10748.83,313.97,Digital,Loja,Cancelada
POL-00595,ASG-00393,Generales,2023-10-15,2024-10-14,2025.16,63895.43,1188.36,Bancaseguros,Guayaquil,Activa
POL-00596,ASG-00096,Generales,2024-02-19,2025-02-18,2805.36,51616.04,2300.64,Digital,Ibarra,Activa
POL-00597,ASG-00311,Vehículos,2024-12-20,2025-12-20,498.95,10262.24,298.06,Bancaseguros,Riobamba,Activa
POL-00598,ASG-00273,Vida,2023-02-21,2024-02-21,5518.71,69770.98,1823.06,Broker,Loja,Activa
POL-00599,ASG-00075,Generales,2023-03-16,2024-03-15,1135.38,36546.84,497.44,Broker,Quito,Activa
POL-00600,ASG-00300,Generales,2023-08-26,2024-08-25,7164.5,145607.48,1446.0,Agente,Cuenca,Activa
POL-00601,ASG-00028,Vehículos,2023-05-27,2024-05-26,1895.56,52004.24,2502.32,Bancaseguros,Guayaquil,Activa
POL-00602,ASG-00329,Vida,2023-05-26,2024-05-25,1366.38,52172.64,1979.07,Broker,Guayaquil,Activa
POL-00603,ASG-00232,Salud,2024-07-18,2025-07-18,1085.28,22316.51,799.89,Agente,Ibarra,Cancelada
POL-00604,ASG-00163,Vida,2023-09-21,2024-09-20,4202.21,124372.5,6175.48,Digital,Machala,Cancelada
POL-00605,ASG-00488,Vehículos,2024-03-23,2025-03-23,1172.79,31633.19,614.43,Digital,Guayaquil,Activa
POL-00606,ASG-00300,Vida,2023-08-09,2024-08-08,556.47,16708.86,805.04,Bancaseguros,Portoviejo,Activa
POL-00607,ASG-00223,Vehículos,2024-06-15,2025-06-15,9013.68,133834.25,6659.88,Agente,Portoviejo,Activa
POL-00608,ASG-00441,Salud,2024-09-06,2025-09-06,3020.82,67779.52,726.96,Broker,Santo Domingo,Activa
POL-00609,ASG-00366,Generales,2023-07-03,2024-07-02,5014.23,134535.47,2519.22,Broker,Esmeraldas,Activa
POL-00610,ASG-00332,Hogar,2024-03-06,2025-03-06,4291.43,143076.66,1957.09,Directo,Loja,Activa
POL-00611,ASG-00295,Hogar,2024-11-04,2025-11-04,2805.98,107135.91,3516.32,Digital,Quito,Activa
POL-00612,ASG-00093,Salud,2023-10-15,2024-10-14,1995.98,36061.92,413.0,Bancaseguros,Guayaquil,Activa
POL-00613,ASG-00332,Salud,2023-05-25,2024-05-24,7258.1,93895.66,870.41,Agente,Guayaquil,Activa
POL-00614,ASG-00489,Vehículos,2024-03-16,2025-03-16,9936.48,125538.13,5362.54,Broker,Ambato,Vencida
POL-00615,ASG-00424,Vida,2024-02-21,2025-02-20,9596.66,140275.86,6692.74,Bancaseguros,Quito,Cancelada
POL-00616,ASG-00230,Vida,2024-02-19,2025-02-18,3061.25,64860.88,2538.15,Agente,Ibarra,Activa
POL-00617,ASG-00321,Generales,2023-09-05,2024-09-04,2712.34,106542.61,1966.71,Agente,Ibarra,Activa
POL-00618,ASG-00486,Generales,2023-09-30,2024-09-29,10754.52,149037.17,3517.91,Digital,Manta,Activa
POL-00619,ASG-00403,Vida,2024-01-26,2025-01-25,2769.75,85265.21,3608.6,Broker,Riobamba,Cancelada
POL-00620,ASG-00495,Salud,2024-11-17,2025-11-17,5010.28,92018.44,4398.5,Bancaseguros,Santo Domingo,Activa
POL-00621,ASG-00337,Vehículos,2024-08-19,2025-08-19,2883.71,65808.06,740.84,Directo,Esmeraldas,Activa
POL-00622,ASG-00227,Vehículos,2024-11-23,2025-11-23,2029.42,28023.21,881.62,Broker,Quito,Activa
POL-00623,ASG-00320,Vida,2023-11-26,2024-11-25,974.81,33576.72,740.71,Directo,Ibarra,Cancelada
POL-00624,ASG-00113,Generales,2024-05-09,2025-05-09,2262.28,32284.21,1275.85,Bancaseguros,Machala,Activa
POL-00625,ASG-00457,Vehículos,2023-12-22,2024-12-21,4042.96,128266.63,5890.11,Digital,Cuenca,Activa
POL-00626,ASG-00409,Hogar,2023-05-07,2024-05-06,929.69,31095.26,1442.32,Agente,Ibarra,Activa
POL-00627,ASG-00011,Vida,2024-03-26,2025-03-26,3603.14,117308.09,3594.59,Digital,Machala,Vencida
POL-00628,ASG-00088,Hogar,2024-09-18,2025-09-18,305.01,13119.25,128.09,Agente,Riobamba,Cancelada
POL-00629,ASG-00121,Vehículos,2023-07-03,2024-07-02,2224.89,31387.88,773.54,Digital,Manta,Cancelada
POL-00630,ASG-00368,Salud,2023-12-08,2024-12-07,4563.64,95870.82,4178.36,Broker,Guayaquil,Vencida
POL-00631,ASG-00402,Vehículos,2024-01-12,2025-01-11,1020.81,13531.47,645.71,Digital,Riobamba,Cancelada
POL-00632,ASG-00306,Generales,2023-04-24,2024-04-23,2180.68,64532.91,677.19,Bancaseguros,Ambato,Activa
POL-00633,ASG-00426,Generales,2024-10-01,2025-10-01,5730.96,73700.85,3530.27,Bancaseguros,Ibarra,Activa
POL-00634,ASG-00227,Hogar,2023-07-11,2024-07-10,7988.92,120573.86,4147.23,Agente,Santo Domingo,Cancelada
POL-00635,ASG-00478,Hogar,2024-12-08,2025-12-08,5999.74,76588.6,3546.14,Broker,Cuenca,Activa
POL-00636,ASG-00478,Vida,2024-03-03,2025-03-03,4371.63,71271.15,2540.53,Directo,Manta,Activa
POL-00637,ASG-00234,Generales,2023-05-29,2024-05-28,5309.61,133882.95,4015.45,Bancaseguros,Machala,Activa
POL-00638,ASG-00151,Generales,2024-11-08,2025-11-08,1190.06,28603.53,946.94,Directo,Machala,Activa
POL-00639,ASG-00275,Vida,2024-09-26,2025-09-26,11500.11,145036.13,1278.99,Broker,Santo Domingo,Vencida
POL-00640,ASG-00031,Vehículos,2024-10-23,2025-10-23,1467.78,20238.05,538.75,Broker,Cuenca,Vencida
POL-00641,ASG-00066,Generales,2024-05-21,2025-05-21,9675.17,149131.6,1304.73,Agente,Ibarra,Activa
POL-00642,ASG-00238,Generales,2023-05-10,2024-05-09,731.33,31743.91,1101.29,Directo,Manta,Activa
POL-00643,ASG-00198,Generales,2024-01-07,2025-01-06,2217.98,32084.32,944.02,Directo,Quito,Cancelada
POL-00644,ASG-00424,Generales,2024-08-02,2025-08-02,2875.83,66235.07,2776.06,Agente,Machala,Cancelada
POL-00645,ASG-00271,Vehículos,2023-05-09,2024-05-08,863.82,33937.14,1061.57,Agente,Santo Domingo,Vencida
POL-00646,ASG-00188,Generales,2023-01-05,2024-01-05,521.81,13835.59,315.75,Broker,Quito,Cancelada
POL-00647,ASG-00029,Hogar,2024-04-16,2025-04-16,2498.04,120703.52,5625.49,Bancaseguros,Ambato,Vencida
POL-00648,ASG-00226,Salud,2024-07-14,2025-07-14,1970.63,68794.14,3207.53,Digital,Quito,Activa
POL-00649,ASG-00071,Salud,2024-11-25,2025-11-25,6987.2,116038.09,1871.78,Directo,Cuenca,Activa
POL-00650,ASG-00267,Salud,2024-11-05,2025-11-05,5238.96,86710.77,824.22,Agente,Guayaquil,Activa
POL-00651,ASG-00426,Generales,2024-07-07,2025-07-07,2715.45,85093.41,4052.63,Bancaseguros,Quito,Activa
POL-00652,ASG-00387,Generales,2024-06-13,2025-06-13,11027.8,147237.86,1879.51,Broker,Manta,Activa
POL-00653,ASG-00322,Vida,2023-01-31,2024-01-31,9722.39,130381.73,1742.71,Directo,Manta,Activa
POL-00654,ASG-00029,Vida,2024-05-18,2025-05-18,641.65,9238.54,249.38,Digital,Guayaquil,Activa
POL-00655,ASG-00302,Salud,2024-10-17,2025-10-17,6533.57,149273.7,2270.04,Agente,Esmeraldas,Activa
POL-00656,ASG-00060,Generales,2024-07-16,2025-07-16,1193.58,54229.16,2179.53,Agente,Loja,Activa
POL-00657,ASG-00043,Salud,2024-03-08,2025-03-08,3568.7,94540.71,933.41,Digital,Portoviejo,Activa
POL-00658,ASG-00402,Vida,2023-07-06,2024-07-05,8103.19,124928.0,2817.75,Bancaseguros,Loja,Cancelada
POL-00659,ASG-00386,Generales,2023-06-27,2024-06-26,1865.2,67095.35,2586.42,Digital,Ambato,Vencida
POL-00660,ASG-00462,Hogar,2024-01-03,2025-01-02,7043.39,138633.87,2329.1,Agente,Guayaquil,Vencida
POL-00661,ASG-00066,Generales,2023-01-15,2024-01-15,1955.98,24679.85,853.48,Broker,Loja,Vencida
POL-00662,ASG-00139,Vida,2023-03-16,2024-03-15,1880.42,35747.36,1440.59,Directo,Esmeraldas,Activa
POL-00663,ASG-00250,Vehículos,2024-09-26,2025-09-26,2851.77,110115.34,4845.24,Directo,Riobamba,Activa
POL-00664,ASG-00241,Vida,2024-10-10,2025-10-10,3664.91,89288.81,660.91,Agente,Machala,Activa
POL-00665,ASG-00024,Vida,2024-06-15,2025-06-15,1070.71,43847.02,294.96,Directo,Esmeraldas,Activa
POL-00666,ASG-00500,Vida,2023-07-25,2024-07-24,4836.91,125422.61,2496.51,Agente,Guayaquil,Activa
POL-00667,ASG-00434,Generales,2024-09-23,2025-09-23,6139.89,85076.29,3868.85,Digital,Esmeraldas,Activa
POL-00668,ASG-00105,Generales,2023-01-30,2024-01-30,1958.9,50894.79,872.85,Broker,Machala,Cancelada
POL-00669,ASG-00262,Vehículos,2024-02-07,2025-02-06,2417.24,57026.11,2294.53,Digital,Manta,Activa
POL-00670,ASG-00326,Vida,2024-11-16,2025-11-16,1111.4,22903.51,322.92,Broker,Quito,Activa
POL-00671,ASG-00240,Vida,2024-10-27,2025-10-27,11057.37,142283.35,6881.29,Broker,Riobamba,Activa
POL-00672,ASG-00172,Vida,2023-03-29,2024-03-28,7487.97,145749.87,3896.57,Bancaseguros,Esmeraldas,Activa
POL-00673,ASG-00492,Generales,2024-03-30,2025-03-30,1992.68,51845.57,919.11,Directo,Santo Domingo,Vencida
POL-00674,ASG-00260,Salud,2024-06-02,2025-06-02,1694.08,61236.38,1198.85,Directo,Santo Domingo,Vencida
POL-00675,ASG-00493,Vida,2024-08-03,2025-08-03,3368.02,134938.19,6531.44,Bancaseguros,Quito,Activa
POL-00676,ASG-00197,Salud,2024-10-18,2025-10-18,761.42,32157.6,1531.27,Broker,Ambato,Activa
POL-00677,ASG-00230,Salud,2023-10-26,2024-10-25,8146.89,124760.55,5712.77,Broker,Loja,Activa
POL-00678,ASG-00315,Vida,2023-04-08,2024-04-07,729.75,24724.11,350.02,Bancaseguros,Portoviejo,Activa
POL-00679,ASG-00242,Vehículos,2023-06-12,2024-06-11,5058.7,134478.65,2474.94,Broker,Quito,Vencida
POL-00680,ASG-00039,Vehículos,2024-06-30,2025-06-30,3967.35,58863.81,1016.95,Broker,Portoviejo,Activa
POL-00681,ASG-00387,Hogar,2024-03-05,2025-03-05,1041.62,15600.62,403.35,Directo,Manta,Activa
POL-00682,ASG-00457,Vida,2024-06-02,2025-06-02,6999.12,95217.48,3980.29,Broker,Portoviejo,Cancelada
POL-00683,ASG-00360,Hogar,2024-02-16,2025-02-15,2221.33,92849.2,4302.14,Broker,Machala,Vencida
